model_family,target_column,forecast_origin,draw_id,horizon,target_quarter,value
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,8,2027Q4,3.168395177227501
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,1,2026Q1,3.6758578971255633
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,2,2026Q2,4.21529430218566
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,3,2026Q3,4.591769871898146
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,4,2026Q4,4.896364996957644
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,5,2027Q1,4.387990445944046
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,6,2027Q2,3.7514533132292507
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,7,2027Q3,3.3944207364544945
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,21,8,2027Q4,3.159277391696901
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,1,2026Q1,3.8535833911679096
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,2,2026Q2,3.8421030433255443
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,3,2026Q3,3.626690173645472
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,4,2026Q4,3.5206576314472566
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,5,2027Q1,3.1591992530070505
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,6,2027Q2,3.192757794700606
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,7,2027Q3,3.4806391618561987
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,22,8,2027Q4,3.413193901632205
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,23,1,2026Q1,3.1732325213147523
